-1.00448		0.0454015		-0.951914		
-0.947443		-0.0942348		-0.978727		
-0.955812		-0.159061		-0.965282		
-0.920483		-0.232495		-0.968487		
-0.884499		-0.330715		-0.876091		
-0.96593		-0.418641		-0.938588		
-0.953503		-0.535316		-0.847697		
-0.902111		-0.623433		-0.668504		
-0.852379		-0.672712		-0.785483		
-0.900684		-0.820237		-0.62733		
-0.902204		-0.756001		-0.532409		
-0.882562		-0.960135		-0.551147		
-0.903743		-0.954134		-0.425931		
-0.741967		-0.931708		-0.231332		
-0.756451		-0.978793		-0.311701		
-0.794406		-1.01599		-0.161483		
-0.814944		-0.972457		-0.0558779		
-0.795097		-1.03041		0.059825		
-0.864342		-0.981855		0.153996		
-0.913998		-0.980855		0.271356		
-0.805352		-0.907594		0.341329		
-0.793659		-0.924213		0.304861		
-0.737846		-0.843649		0.630507		
-0.802382		-0.707305		0.556455		
-0.73403		-0.712618		0.573294		
-0.730333		-0.718281		0.693412		
-0.738909		-0.624228		0.740766		
-0.741116		-0.610928		0.779018		
-0.685351		-0.526182		0.81063		
-0.748649		-0.426492		0.862282		
-0.655477		-0.389519		0.999507		
-0.689694		-0.193482		1.03476		
-0.61745		-0.0569515		1.00367		
-0.632543		-0.0192845		1.02596		
-0.701458		0.100714		1.04286		
-0.602175		0.0535054		1.01693		
-0.703399		0.203364		0.835908		
-0.570363		0.301452		0.891448		
-0.619694		0.524696		0.980087		
-0.59222		0.493962		0.842771		
-0.59944		0.558372		0.905672		
-0.652552		0.646463		0.729694
-0.556336		0.741027		0.58216		
-0.681687		0.819553		0.67249		
-0.641079		0.851184		0.457407		
-0.615908		1.01729		0.407514		
-0.513977		0.86237		0.338065	
-0.716902		0.994666		0.220135		
-0.593159		0.868029		0.138589		
-0.474601		0.940369		0.103171		
-0.456399		1.03949		0.0482541		
-0.482752		1.00334		-0.141322		
-0.533101		0.918075		-0.212267		
-0.556515		0.883325		-0.300071		
-0.486339		1.00983		-0.404375		
-0.612135		0.840026		-0.478285		
-0.402383		0.909235		-0.570573		
-0.472022		0.862358		-0.577869		
-0.291023		0.6801		-0.696262		
-0.39881		0.700709		-0.74615		
-0.449917		0.625223		-0.757763		
-0.374816		0.569918		-0.816722		
-0.357099		0.54083		-0.831405		
-0.282226		0.345871		-0.849463		
-0.332244		0.214353		-0.938509		
-0.279948		0.198775		-0.932524		
-0.339269		0.181751		-1.07799		
-0.365235		-0.215189		-1.06142		
-0.306287		-0.10276		-1.00215		
-0.347479		-0.172078		-0.967013		
-0.30142		-0.158514		-0.880952		
-0.186286		-0.549934		-0.924865		
-0.332818		-0.427934		-0.914938		
-0.302224		-0.606999		-0.860756		
-0.276376		-0.60414		-0.844206		
-0.276715		-0.656373		-0.791376		
-0.314162		-0.78283		-0.674945		
-0.269132		-0.80759		-0.639385		
-0.219433		-0.913001		-0.494063		
-0.120762		-1.01759		-0.42471		
-0.145937		-0.98997		-0.280665		
-0.0743879		-1.02008		-0.297798		
-0.201471		-0.944159		-0.118325		
-0.158172		-1.01026		0.0295954		
-0.186688		-0.937426		0.0694743		
-0.22076		-0.946719		0.175579		
-0.10402		-0.906441		0.309233		
-0.133595		-0.990401		0.324354		
-0.276736		-0.825232		0.457692		
-0.142423		-0.899158		0.550457		
-0.0230324		-0.808618		0.593998		
-0.097928		-0.752205		0.483746		
-0.0332169		-0.682944		0.769176		
-0.0196327		-0.597393		0.899899		
0.0271343		-0.453542		0.795189		
-0.0661508		-0.418441		0.91078		
-0.0023447		-0.326181		0.917986		
-0.0768333		-0.244604		0.981321		
-0.0343207		-0.230395		0.949182		
0.0127403		-0.0622033		0.921166		
0.0110798		-0.0552179		0.970893		
0.0972176		0.133507		0.944285		
-0.0276843		0.0906245		0.968943		
-0.00790523		0.185476		0.960495		
0.0278674		0.375758		0.908298		
0.0512346		0.382179		0.814695		
0.0902207		0.52849		0.838766		
0.140358		0.672878		0.767818		
0.0987538		0.641095		0.696411		
0.111532		0.811083		0.649827		
0.0682611		0.973913		0.538531		
0.133155		0.897701		0.497559		
0.130593		0.928756		0.323769		
0.120737		0.943233		0.463417		
0.134873		0.942602		0.216087		
0.100361		1.04524		0.0981518		
0.109586		1.05729		0.121286		
0.184291		0.989075		0.0810608		
0.159288		1.0025		-0.0395205		
0.15892		0.984464		-0.266308		
0.238006		0.887419		-0.287985		
0.101126		0.928253		-0.512826		
0.259285		0.962868		-0.535387		
0.138209		0.88451		-0.60212		
0.242805		0.791398		-0.653316		
0.300255		0.635543		-0.605936		
0.219418		0.512595		-0.732576		
0.211656		0.526431		-0.845843		
0.30551		0.434423		-0.838139		
0.304505		0.388966		-0.879645		
0.257109		0.335583		-0.903018		
0.290475		0.190718		-0.933301		
0.284016		0.106706		-1.09854		
0.342215		-0.00893046		-0.997684		
0.30836		-0.121989		-1.08736		
0.357738		-0.208717		-0.91332		
0.413657		-0.273229		-0.952776		
0.313334		-0.338769		-1.00538		
0.356891		-0.404485		-1.00726		
0.346918		-0.452744		-0.810078		
0.388333		-0.620981		-0.824373		
0.360005		-0.638577		-0.692562		
0.537424		-0.696058		-0.73616		
0.52648		-0.737965		-0.731104		
0.431868		-0.816404		-0.587188		
0.44435		-0.875048		-0.458394		
0.444737		-0.903543		-0.422456		
0.547175		-0.968495		-0.177905		
0.563184		-0.909213		-0.302382		
0.497507		-0.981565		-0.13926		
0.4293		-1.00536		0.048411		
0.573394		-1.05345		0.0674608		
0.329		-0.971577		0.133591		
0.642484		-1.05769		0.336996		
0.573453		-0.971537		0.401747		
0.582666		-0.878874		0.482375	
0.55086		-0.891078		0.487663	
0.461398		-0.878627		0.628176		
0.562387		-0.791189		0.655457		
0.591783		-0.575695		0.750382		
0.640342		-0.562601		0.740086		
0.621759		-0.530069		0.8361		
0.478106		-0.467096		0.935849		
0.658877		-0.31465		0.908321		
0.580082		-0.258146		0.982489		
0.61856		-0.108849		0.988082		
0.663409		-0.0277383		1.01637		
0.730002		0.0844698		1.01217		
0.739735		0.179563		1.11704		
0.694558		0.27633		0.9248		
0.678681		0.209616		1.04935		
0.67154		0.309866		0.917078		
0.689889		0.506624		0.865021		
0.690459		0.449516		0.85466		
0.741328		0.607168		0.812978		
0.710025		0.715537		0.589062		
0.870963		0.953516		0.656803		
0.776706		0.937112		0.64089		
0.813509		0.921478		0.392529		
0.859788		1.03382		0.255707		
0.881678		0.966239		0.23485		
0.826734		1.0558		0.10058		
0.767536		1.01161		0.0236558		
0.863876		0.976319		-0.0543413		
0.856297		0.938244		-0.223212		
0.854218		0.984398		-0.302873		
0.877578		1.00859		-0.245076		
0.800352		0.896349		-0.374773		
0.975218		0.783763		-0.592971		
0.919722		0.880823		-0.663686		
0.900947		0.848608		-0.560884		
0.877875		0.653921		-0.863291		
0.966517		0.6413		-0.771452		
0.982776		0.592275		-0.881542		
0.991501		0.469891		-1.00053		
0.969254		0.351262		-1.0153		
0.977696		0.34317		-0.947932		
1.03488		0.13639		-0.974893		
0.897537		0.112707		-0.971631		
-0.909433		0.0315902		-0.903906		
-1.02174		-0.353777		-1.19692		
-1.00062		-0.0970991		-0.813362		
-1.02655		-0.262343		-0.924805		
-0.941188		-0.30539		-0.910257		
-0.722192		-0.552945		-1.07446		
-0.841842		-0.675634		-0.947185		
-1.02391		-0.412016		-0.774787		
-0.781499		-0.586711		-0.821311		
-1.06088		-0.862899		-0.778453		
-0.955733		-0.753154		-0.433627		
-0.770117		-0.644526		-0.572019		
-0.792273		-0.783844		-0.304108		
-0.707307		-1.08669		-0.264245		
-1.02189		-1.09713		-0.256242		
-0.826438		-0.851456		-0.388577		
-0.797927		-1.12783		0.100356		
-0.858826		-0.979046		0.0889569		
-0.898634		-0.792193		0.124879		
-0.816441		-0.846331		-0.0593931		
-0.809099		-0.834076		0.496743		
-0.800937		-0.731285		0.476956		
-0.95197		-0.818777		0.324861		
-0.869312		-0.954588		0.565774		
-0.736553		-0.953897		0.563197		
-0.61914		-0.878201		0.776169		
-0.946974		-0.512856		0.683642		
-0.401227		-0.817905		0.663558		
-0.607159		-0.431801		0.88856		
-0.805828		-0.314896		1.01398		
-0.484839		-0.298945		1.0122		
-0.74084		-0.226083		1.09693		
-0.807101		-0.165952		0.890793		
-0.606136		0.0298083		1.04259		
-0.667672		0.0331487		0.989486		
-0.422148		0.304617		1.18486		
-0.616629		0.0353205		0.862585		
-0.743659		0.354096		1.04591		
-0.485373		0.293625		0.825761		
-0.774981		0.512691		0.856395		
-0.538268		0.577049		0.933722		
-0.810363		0.671042		0.629714		
